title,artist,duration,date,popularity,danceability,tempo
Summer In New York,Sofi Tukker,158549,4/29/22,71,0.706,117.075
Wildfire,Dynoro,150098,3/4/22,45,0.732,114.994
In The Dark,Purple Disco Machine,185843,1/21/22,0,0.691,115.936
iPad,The Chainsmokers,202406,3/11/22,29,0.665,121.979
Shooting Darts (with R3HAB & Prezioso),Dimitri Vegas & Like Mike,152903,3/4/22,59,0.755,124.029
Forgive Me,Sofi Tukker,225437,3/4/22,54,0.619,100.102
Questions - Deluxe Remix,Lost Frequencies,259849,9/16/22,63,0.538,124.053
24/7 (feat. JC Stewart),Billen Ted,175909,1/14/22,54,0.719,122.978
Monsters In My Head,LIZOT,145016,3/11/22,47,0.658,100.045
Hello World,Alan Walker,171585,3/4/22,65,0.651,104.139
Undeniable (feat. X Ambassadors),Kygo,180596,10/15/21,69,0.684,108.036
Melody,Sigala,167142,1/21/22,76,0.63,123.017
Dancing Alone,VIZE,172390,1/14/22,57,0.632,127.949
Alone,Alan Walker,161200,12/2/16,63,0.676,97.019
Lonely (feat. Sananda Maitreya),Love Regenerator,170325,1/21/22,49,0.628,123.97
Daddy Cool,LIZOT,154858,12/3/21,60,0.809,123.996
Dopamine (feat. Eyelar),Purple Disco Machine,216091,8/27/21,1,0.689,117.982
Where Are You Now - Kungs Remix,Lost Frequencies,192877,1/7/22,55,0.753,123.011
Don't Let Me Down,Paul Mayson,155094,11/26/21,37,0.767,105.979
Tell Me Something Good,Ewan McVicar,249678,6/25/21,68,0.812,125.976
Man On The Moon,Alan Walker,178625,11/26/21,73,0.668,129.971
Rise (feat. Tasita D'Mour) - Edit,Purple Disco Machine,192981,12/3/21,52,0.745,121.983
Signals,Regard,167998,10/29/21,67,0.741,120.01
All My Life (feat. Nea),YouNotUs,156327,11/26/21,55,0.821,128.049
Summer 91 (Looking Back),Noizu,180000,1/15/21,67,0.509,125.015
Paradise,Alan Walker,184750,9/23/21,0,0.778,148.921
Fireworks (feat. Moss Kena & The Knocks),Purple Disco Machine,199705,2/19/21,4,0.751,118.026
Running Out Of Roses,Alan Walker,136563,9/10/21,67,0.753,124.015
I'm In Love With You,Campsite Dream,153400,10/15/21,34,0.757,117.981
Love Me Now (feat. Zoe Wees),Kygo,195880,8/13/21,73,0.662,102.04
Losing My Mind,Majestic,204849,8/6/21,55,0.601,125.026
Don't Go Yet - Major Lazer Remix,Camila Cabello,171265,9/10/21,66,0.806,124.914
World We Used To Know,Alan Walker,162878,11/12/21,54,0.467,85.365
Sweet Dreams,Alan Walker,138819,6/11/21,76,0.766,125.033
Don't Wait Up - Riton Mix,Shakira,206280,9/27/21,54,0.83,120.976
Heard About Me (feat. Nea),Dimitri Vegas & Like Mike,134435,6/25/21,56,0.783,107.971
In My Mind,Alok,175555,7/30/21,59,0.629,108.025
We Are The People (Martin Garrix Remix) (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,223333,6/18/21,0,0.646,125.936
Feel Your Love,Dimitri Vegas & Like Mike,192000,7/23/21,64,0.693,125.035
Rise,Lost Frequencies,193018,3/19/21,69,0.689,122.076
Clandestina (feat. Emma Peters) - Cocaina Remix,FILV,150106,11/8/19,68,0.715,104.827
Sunshine (feat. Dan Harkna) - Radio Edit,TIEKS,180646,9/23/16,51,0.613,116.981
Can't Trust The Way I Feel,Paul Mayson,145450,7/30/21,41,0.749,122.063
The Spirit,Bakermat,135865,6/25/21,43,0.893,120.014
Playbox,Purple Disco Machine,230369,6/18/21,0,0.651,124.818
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,217000,5/13/21,67,0.66,119.933
Excuses,MENTIS,172750,4/27/21,56,0.73,124.989
Capture the Moment,Abbad + Freimann,181463,8/13/21,15,0.885,123.01
We'll Be Dancing Soon,Dimitri Vegas & Like Mike,158312,4/23/21,53,0.763,119.958
Life Goes On (feat. Alex Hosking),PS1,169458,4/9/21,58,0.41,123.548
Too Much,Dimitri Vegas & Like Mike,125714,2/19/21,48,0.747,126.001
Believers,Alan Walker,159077,5/14/21,62,0.649,104.04
Last Night (feat. HARLEE),Digital Farm Animals,152195,4/30/21,54,0.779,122.989
That Thing,Alex Adair,157280,5/21/21,33,0.615,125.059
Believe,Paul Mayson,151224,4/2/21,38,0.714,123.075
Another Level (ft. Lovespeake),Timmy Trumpet,145941,6/18/21,60,0.656,125.008
Core (That's Who We Are),VIZE,178909,6/11/21,49,0.624,110.02
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,229746,10/21/15,73,0.681,94.997
Pressure (feat. Tove Lo),Martin Garrix,144391,2/5/21,70,0.859,114.978
Remember the Summer (feat. Karra),Ummet Ozcan,170624,6/4/21,55,0.563,128.04
Believe (feat. Saint Sinner) - Paul Mayson Back To The Club Mix,Paul Mayson,166451,6/11/21,14,0.814,124.071
Ain't Nobody,Bakermat,174103,5/28/21,28,0.675,120.001
Damage - Joel Corry Remix,H.E.R.,186465,2/3/21,47,0.688,120.975
The Way,Dennis Lloyd,151893,6/4/21,50,0.767,112.983
Lovebox,Cheery-O,196800,5/28/21,4,0.678,99.979
Waiting For Tonight,Campsite Dream,196500,2/19/21,29,0.756,104.997
New Love (feat. Ellie Goulding),Silk City,190680,1/21/21,0,0.786,123.982
Walk That Walk,Bakermat,164411,3/26/21,28,0.756,99.524
Space Melody (Edward Artemyev) (feat. Leony),VIZE,180151,12/11/20,63,0.898,127.966
Kill Me Better,Don Diablo,193568,10/30/20,54,0.477,79.887
Solid Gold (feat. bshp),Disciples,198039,3/19/21,53,0.866,119.999
Kids,Campsite Dream,155600,12/11/20,40,0.808,114.978
Step It Up (feat. Sharlene Hector),Armand Van Helden,193841,9/11/20,38,0.758,122.983
Go Crazy,Imanbek,160639,12/17/21,48,0.812,129.948
Perfect (feat. Shauni Rau),Frantzis,197551,3/12/21,3,0.664,146.99
That's Just The Way It Is (Changes),Campsite Dream,166125,8/7/20,48,0.685,112.963
"Voyage, Voyage - Imanbek Edit",DUBOSS,156102,6/19/20,49,0.639,123.123
Pilot,Taichi Mukai,229252,10/5/22,0,0.717,99.99
Only One For Me,Takanori Iwata,205466,9/26/22,43,0.684,90.045
My Turn - feat. JP THE WAVY,GENERATIONS from EXILE TRIBE,173773,10/3/22,35,0.774,99.995
����_��_��_�⼋�_,THE RAMPAGE from EXILE TRIBE,201500,9/25/22,45,0.597,165.018
Paradise,NOA,158306,9/9/22,40,0.832,149.94
New Chapter,BMSG ALLSTARS,310600,9/18/22,53,0.902,140.021
Love Like A Bomb (feat. ��_��܋�_),Tokimeki Records,207521,10/5/22,0,0.728,114.97
��ʋ�_��_�ĩ��_����⢋��Đ��_��_,Takashi Fujii,189359,9/21/22,40,0.896,117.007
�����ً��,imase,187222,9/14/22,48,0.894,151.982
ELEVEN -Japanese version-,IVE,178453,9/19/22,60,0.822,119.886
Prologue,��_��Ɍ�����,177391,9/28/22,36,0.647,115.023
Isshindoutai,Kyary Pamyu Pamyu,198254,10/5/22,0,0.734,135.001
Puzzle,RUNG HYANG,198870,9/21/22,25,0.812,150.015
��_�����_��_��ǋ�� - Arranged by tofubeats,I Don't Like Mondays.,198352,9/7/22,50,0.819,92.036
Dancing Womer,MPC GIRL USAGI,243000,9/28/22,40,0.758,111.023
Can't tie me down,ITZY,185200,10/5/22,0,0.762,144.989
Magic of A Laugh,lol,196614,10/1/22,20,0.689,109.964
WARUNORI,DURDN,259956,9/28/22,34,0.789,114.974
Trickster,FIVE NEW OLD,222320,9/21/22,43,0.592,142.94
SuperCali,JO1,181506,9/23/22,63,0.682,144.04
Message,BE:FIRST,203863,8/29/22,62,0.719,107.997
NIGHT DANCER,imase,210948,8/19/22,70,0.911,117.06
Toxins,Bleecker Chrome,180861,10/5/22,0,0.667,142.02
��⋁㋁ً���,��_��ɋ⢋�_��_,200433,9/28/22,35,0.556,161.057
BOUNCE DANCE (Tennyson remix),4s4ki,180000,9/28/22,36,0.669,196.065
��_���,Nao'ymt,191573,9/23/22,31,0.713,89.023
Like,OCTPATH,229240,9/21/22,39,0.612,122.074
green,��_�ӡ�ݫ�_�,278558,9/21/22,26,0.709,99.983
Good Boy Gone Bad - Japanese Ver.,TOMORROW X TOGETHER,192933,8/30/22,61,0.711,99.994
PSYCHO,OdAkEi,192000,9/30/22,26,0.812,129.991
Terminal,Mashiro Shirakami,239616,9/28/22,22,0.469,187.975
�����Ӌ�㋁܋�⋁ы�΋��,Berry Goodman,170092,9/28/22,36,0.698,164.04
STRIDE,INI,230453,8/22/22,51,0.736,100.054
juice box,MAISONdes,238038,8/31/22,46,0.723,110.962
Hearts Collide,asobi,229412,9/21/22,29,0.658,112.978
Sorry,DATS,154072,9/28/22,31,0.643,123.023
Togenkyo To Taxi - Yohji Igarashi Remix,Mega Shinnosuke,276191,9/28/22,20,0.631,125.984
moshimo,gb,173002,10/5/22,0,0.702,171.012
magari,nero...,136500,10/5/22,0,0.495,160.198
Cecile no Amagasa (Version II) (Night Tempo Showa Groove Mix),Night Tempo,287999,8/31/22,41,0.637,124.004
Choose One (Remix) [feat. REO],PSYCHIC FEVER from EXILE TRIBE,186506,8/24/22,38,0.644,190.032
Melody,&AUDITION,176232,9/3/22,48,0.507,113.784
Way You Are,��_��ܾ���__,223800,8/17/22,22,0.725,124.019
Trick me - TCTS Remix,Motohiro Hata,184440,8/31/22,36,0.683,125.011
Break All Chains,NOILION,167187,8/31/22,33,0.598,96.053
��_��ы��_,XIIX,231696,8/24/22,37,0.755,95.967
Heaven,kukatachii,173707,9/21/22,19,0.735,117.978
��݋����ċ����㏻���܋����݋�Ѿ�_ (Ring),TOMORROW X TOGETHER,204111,8/23/22,67,0.446,129.35
MAHOROBA,Chummy Kooks,249452,10/5/22,0,0.626,109.48
Let Go,OWV,197413,10/2/22,28,0.51,156.125
Ready?,Takanori Iwata,223666,8/26/22,43,0.754,116.007
��_��_�����_��� - feat. John-T,YAMORI,179500,9/28/22,27,0.722,119.996
HYPE,iamSHUM,189818,9/27/22,18,0.695,109.992
KILL MY LOVE,Miliyah,204158,8/10/22,46,0.77,106.018
Greatest Journey,HIRAIDAI,178864,8/8/22,61,0.661,154.955
Skate Girl,ReiRay,230849,9/23/22,19,0.644,172.954
Chandelier,BuZZ,175100,11/23/22,26,0.775,115.01
Spark Joy!!!!,oookay!!!,218157,9/21/22,19,0.686,114.022
diving girl,SUTEKI,151372,9/18/22,17,0.773,139.95
Fly Without Wings,SKY-HI,224080,8/22/22,41,0.364,97.798
Shining One - Re-recorded,BE:FIRST,243272,8/29/22,56,0.693,144.982
BF is...,BE:FIRST,119776,8/29/22,59,0.659,199.906
SPACESHIP,WurtS,242863,4/1/22,48,0.756,128.01
Pre-Romance,eill,192954,8/24/22,48,0.781,136.011
Drive,OMEGA X,185200,8/24/22,26,0.78,125.942
Gobyo de Wasureru Lovesong,Tensaibonjin,211959,9/28/22,4,0.727,106.901
Burn,NOILION,180909,9/28/22,22,0.563,132.142
Rouge (feat. KAHOH),D.Y.T,188168,8/24/22,19,0.483,134.137
Password,INI,179746,8/8/22,60,0.776,101.967
Boulevard,Ray Bleesy,199322,9/14/22,6,0.81,117.996
TALK!,HNATA,168801,7/22/22,37,0.758,93.026
Change,ao,204334,8/3/22,38,0.708,120.014
SAVIOR -Japanese ver.-,AB6IX,182155,7/13/22,28,0.835,94.99
�᱌_�0���,L's town,168600,8/24/22,25,0.701,100.001
okashi,claquepot,182727,8/10/22,35,0.713,87.946
Start Over,THE BEAT GARDEN,201523,8/4/22,65,0.597,108.14
Blank,Kei Sugawara,210243,8/10/22,35,0.715,129.978
BPMF,Lil' Leise But Gold,281280,7/27/22,32,0.819,125.01
Daisy,Kep1er,176746,9/7/22,56,0.718,121.024
Don't Be Shy,Ti'sto,140500,8/12/21,84,0.77,119.986
Faded,Alan Walker,212106,12/14/18,80,0.468,179.642
Tell It To My Heart,MEDUZA,165524,10/29/21,77,0.539,123.854
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,116750,1/21/21,77,0.722,119.932
Symphony (feat. Zara Larsson),Clean Bandit,212733,11/30/18,76,0.715,122.956
Wasted Love (feat. Lagique),Ofenbach,139563,1/8/21,76,0.734,121.955
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,163804,4/25/19,75,0.661,113.778
Pumped Up Kicks,Madism,145161,8/21/20,74,0.669,123.903
Mama,Jonas Blue,184133,11/9/18,74,0.738,104.014
Hurricane,Ofenbach,147139,9/17/21,74,0.56,125.947
Giant (with Rag'n'Bone Man),Calvin Harris,229184,1/11/19,73,0.807,122.015
If You Really Love Me (How Will I Know),David Guetta,184390,7/2/21,73,0.692,122.984
Fast Car,Jonas Blue,212424,11/9/18,74,0.672,113.945
Chasing Stars (feat. James Bay),Alesso,170457,8/20/21,72,0.594,92.871
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,251173,11/30/18,72,0.717,102.002
Rise Up (feat. Vamero),VINAI,182000,5/1/20,71,0.648,126.037
The Ocean (feat. Shy Martin),Mike Perry,183414,4/15/16,71,0.632,90.037
Where The Lights Are Low,Toby Romeo,136995,1/22/21,71,0.759,123.904
Chain My Heart,Topic,146880,6/11/21,71,0.663,123.992
Alright (feat. KIDDO),Alle Farben,169000,9/17/21,71,0.593,121.97
Goodbye,Imanbek,144000,12/18/20,70,0.741,125.011
Rockstar,Ilkay Sencan,212280,6/21/19,70,0.771,100.012
I Don't Know Why,NOTD,207667,5/8/20,70,0.499,120.04
Risk It All,Ella Henderson,178064,8/20/21,69,0.706,124.03
Stupid Feelings,220 KID,166924,8/6/21,69,0.715,123.954
Drown (feat. Clinton Kane),Martin Garrix,174062,2/27/20,69,0.573,120.077
Call On Me (feat. Georgia Ku),Sam Feldt,192000,10/15/21,68,0.662,104.951
Summer Feeling,Matoma,180600,8/20/21,68,0.651,124.924
Seven Nation Army,Gaullin,173658,5/14/21,68,0.822,122.989
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,180560,10/16/15,68,0.78,118.026
Happy Now,Kygo,211362,10/26/18,69,0.693,117.999
Polaroid,Jonas Blue,193377,11/9/18,67,0.652,114.043
Best Is Yet To Come (with Kyle Reynolds),Gryffin,215201,6/2/21,67,0.569,122.042
REMEDY,Alesso,190295,8/31/18,67,0.601,119.964
I Wanna Know (feat. Bea Miller),NOTD,197938,3/16/18,67,0.661,119.927
Heaven,Avicii,277261,6/6/19,67,0.592,122.011
Lose Somebody,Kygo,199549,5/15/20,69,0.58,147.988
Don't You Hold Me Down,Alan Walker,132597,8/27/21,66,0.773,123.975
Love Again (feat. Alida),Alok,147401,2/5/21,66,0.636,127.225
After You (feat. Calle Lehmann),Gryffin,224569,10/27/21,66,0.511,145.055
By Your Side,Mike Perry,155121,9/25/20,66,0.637,122.963
All Day And Night,Jax Jones,169466,7/12/19,66,0.567,121.924
Thank You [Not So Bad],VIZE,197963,2/7/20,66,0.656,100.037
"Calabria (feat. Fallen Roses, Lujavo & Lunis)",Dance Fruits Music,128500,6/9/21,66,0.727,124.02
I Got A Feeling,Felix Jaehn,144136,8/20/21,66,0.6,125.027
Going Dumb,Alesso,168601,3/19/21,65,0.834,121.995
Lonely,Joel Corry,190955,1/24/20,65,0.697,123.988
Safe With Me (with Audrey Mika),Gryffin,205164,11/19/20,66,0.497,169.902
Lighter (feat. KSI),Nathan Dawe,182439,7/24/20,65,0.703,124.953
i miss u (with Au/Ra),Jax Jones,172143,10/9/20,65,0.668,124.075
Impossible (feat. John Martin),David Guetta,188437,6/4/21,65,0.459,127.938
Hero,Afrojack,171840,4/30/21,65,0.713,125.001
All Falls Down (feat. Juliander),Alan Walker,198880,12/14/18,65,0.655,98.005
Tie Me Down (with Elley Duh̩),Gryffin,218295,8/3/18,66,0.548,98.932
It Don't Matter - Spotify Singles,Alok,173742,5/7/21,65,0.732,118.032
Used To Love (with Dean Lewis),Martin Garrix,236764,10/31/19,64,0.651,118.97
Leave A Little Love,Alesso,187029,2/25/21,64,0.671,117.98
Sweet Talker,Years & Years,176930,11/24/21,64,0.429,121.025
Tropicana (feat. Annalisa),Boomdabash,172000,6/9/22,76,0.927,120.036
Te Quiero,Vale pain,163624,7/22/22,73,0.836,133.989
Caramello,Rocco Hunt,197760,6/17/22,74,0.848,127.972
Chiamami con il tuo nome,Francesco Curci,187346,6/10/22,33,0.552,97.835
Chico Maldito,SestoMantra,173000,5/25/22,16,0.753,145.104
Mescoler��,Filippo Ferrante,181578,1/20/22,19,0.581,75.963
FAVELAS,ACUS OFF,172881,7/28/22,36,0.802,118.003
Cinema Paradiso,Misstake,157935,2/18/22,20,0.759,154.973
Notti insonni,AKA STEVE,190769,2/18/22,16,0.781,156.001
UNA STELLA,Eddy,174300,3/15/22,25,0.298,88.497
Pioggia per favore,Andrea Lupi,197837,11/5/21,24,0.502,73.999
Sparta,Bonnie P.,171398,1/10/22,28,0.485,159.683
Lividi,Soniko,181714,7/21/22,48,0.76,140
Roof Top,Seck,180000,7/29/22,38,0.502,159.97
Faccio un giro,Xcuse,166956,7/8/22,21,0.617,115.135
Cartagine,Yosef,169061,4/13/22,10,0.693,103.041
Caterina,Vybes,144000,4/7/22,30,0.515,130.223
Take Away,Nobi,162725,4/29/22,18,0.797,130.057
Iqos,Quasi,190000,5/25/22,19,0.69,90.027
Sabbia sulla pasta,Murilletor,153333,6/7/22,22,0.72,153.928
Caff̬,Maninni,181508,7/6/22,32,0.611,126.51
Hangover,Nuela,149153,7/1/22,29,0.84,124.063
Saint Tropez,Kim Luke,124784,7/8/22,15,0.916,127.952
Yankee Candle (APRILE),Emyx,161142,7/20/22,34,0.674,115.005
I Know You so Well,IWL,93134,3/15/20,50,0.717,67.037
eyes blue like the atlantic,IWL,105600,10/7/20,51,0.507,149.994
Oh My Gosh (VIP Edit),2nd Life,153581,1/21/22,18,0.375,138.157
Cup of Coffee,bearbare,112340,3/20/20,0,0.532,70.469
Bitch,Max Wassen,145247,1/15/21,42,0.657,84.914
Stylish AF,Max Wassen,191669,4/30/21,28,0.695,77.066
Tell Me Why I'm Waiting,bearbare,154285,5/1/20,44,0.545,140.053
Can't Take My Eyes Off You,creamy,194926,12/10/20,44,0.5,122.002
Butterfly Season,Lucas Melan,161274,1/1/20,0,0.645,160.017
i miss you,blue.,155681,6/12/17,0,0.646,147.864
by the lake,bearbare,140800,7/31/20,22,0.491,74.938
Interstellar,Silent Voice,134545,6/12/20,23,0.768,132.022
Always In My Head,Ozbo,165000,10/22/21,12,0.67,119.973
Sunshine,beyu.,91193,1/20/20,30,0.708,158.036
i'm (not) fine,bearbare,91428,9/13/19,0,0.83,126.021
let's escape together,blue.,102400,5/1/20,22,0.379,87.653
our adventure,bearbare,102000,6/12/20,21,0.662,80.013
Greetings,bearbare,106987,7/31/20,18,0.548,166.098
the truth about us,bearbare,98461,7/31/20,19,0.566,78.021
sunflower sunsets,bearbare,111000,7/31/20,18,0.554,159.965
i'm calm (nanana),IWL,111000,7/31/20,22,0.553,79.947
chilling on the tree,bearbare,117142,6/26/20,19,0.533,83.996
blossom,bearbare,115324,7/3/20,18,0.521,77.003
el viaje,Fernanduh,105600,6/12/20,24,0.753,75.025
Central Park,Lucas Melan,115764,6/12/20,18,0.679,170.167
a note for you,bearbare,104210,7/31/20,18,0.417,152.136
falling leaves,bearbare,123000,6/26/20,17,0.452,79.972
Bonzai Theme,bearbare,118400,7/3/20,17,0.479,74.959
Waterfall,Mabell,140000,6/12/20,19,0.661,84.028
Shibuya,bearbare,138591,7/3/20,18,0.546,141.964
Born Again,bearbare,106987,7/31/20,17,0.545,82.943
middle of the night,blue.,140259,6/12/20,19,0.678,77
tears in the forest,bearbare,127792,6/26/20,17,0.658,77.007
Pulse,bearbare,115324,6/26/20,16,0.535,77.008
Night Ride,IWL,124675,6/26/20,20,0.628,77.009
Don't Push Me Away,bearbare,158918,7/3/20,19,0.511,147.992
Coffee,21days,142105,11/6/19,0,0.518,76.075
Misfits,bearbare,120000,7/3/20,17,0.686,70.003
when we fell in love,bearbare,90461,6/19/20,18,0.718,130.009
el viaje,Fernanduh,110344,6/12/20,0,0.47,86.989
5AM,bearbare,104210,6/19/20,18,0.299,75.843
i'm not letting go,bearbare,125714,1/8/20,0,0.603,84.032
Mi Amor,Fernanduh,109766,10/10/19,29,0.564,122.475
Make It Wrong,bearbare,151384,7/3/20,18,0.605,129.978
House of Cards,bearbare,102400,6/19/20,17,0.664,75.016
Make It Right,IWL,115764,4/24/20,22,0.619,85.076
Tokyo by Night,bearbare,118400,7/3/20,18,0.507,75
SAD!,21days,179104,5/1/20,33,0.583,133.994
Midnight Drive,Badam,105665,4/24/20,21,0.511,149.949
Broken,21days,166400,2/18/20,0,0.686,74.999
Petals,beyu.,123062,4/24/20,21,0.565,79.799
Sky Full of Stars,bearbare,101605,6/19/20,17,0.509,137.016
Fluorescent,Lucas Melan,106057,4/24/20,18,0.505,120.076
How Are You,Badam,129515,4/24/20,20,0.562,76.109
missing your touch,bearbare,140852,4/24/20,18,0.592,74.978
Cup of Coffee,IWL,109241,3/26/20,0,0.729,144.944
Stars,Lenny Bay,107049,4/24/20,18,0.342,83.236
Call,21days,138461,4/24/20,18,0.505,77.997
full of emptiness,bearbare,100253,10/24/19,0,0.364,177.414
Escape,Lenny Bay,108355,2/16/20,19,0.717,82.047
you're my everything,blue.,75049,4/24/20,25,0.575,80.022
Staying Strong,Noel Lawrence,102400,4/24/20,16,0.723,136.018
Melody,21days,121519,1/18/20,0,0.533,79.004
don't be so cold,bearbare,91245,4/24/20,20,0.41,150.097
please come back,bearbare,126380,4/24/20,20,0.606,76.011
Dusk,bearbare,115200,6/12/20,17,0.687,74.99
unknown paradise,beyu.,110344,6/12/20,15,0.47,86.989
Time,bearbare,102068,5/15/20,16,0.605,86.936
Ikea Hunt,Madeeck,76261,8/30/19,0,0.125,78.671
Palm Trees,Forest Dump,102478,10/5/19,20,0.341,80.753
Float,21days,104615,1/12/20,0,0.427,78.177
Twilight,Lenny Bay,83644,2/14/20,19,0.637,140.003
gift of yours,beyu.,105205,9/9/19,0,0.65,146.019
Fading Away,blue.,114285,11/7/19,0,0.654,168.107
Secrets,notbothered,72960,1/12/20,18,0.583,79.021
I Hate My Leg,Noel Lawrence,88421,10/2/19,0,0.667,76.061
Exhale,Forest Dump,116166,4/24/20,17,0.699,124.056
Disconnected,21days,110526,1/19/20,0,0.426,76.102
Banana,21days,101538,1/15/20,0,0.595,77.998
I Hate My Eye,Noel Lawrence,113188,11/21/19,18,0.643,140.095
crumbling inside,bearbare,80963,6/8/19,0,0.383,164.095
Delicious,bearbare,98507,2/15/20,17,0.596,78.033
Bleeding,beyu.,75833,11/7/19,20,0.636,76.015
A Day Without You,beyu.,60759,2/4/20,0,0.638,79.132
Chaotic,notbothered,112566,4/24/20,17,0.604,113.005
beauty within you,bearbare,110476,1/15/20,0,0.447,126.269
Mellow Wish,Silent Voice,153065,2/19/20,0,0.325,139.976
Goodbye,GG,108000,2/5/20,0,0.319,52.8
Purple Lights,blue.,90000,1/3/20,0,0.474,72.285
moment of silence,bearbare,118356,12/6/19,0,0.619,145.984
Lazy Monday,Mabell,123376,1/5/20,16,0.527,144.017
I Feel so Small,blue.,103340,1/20/20,16,0.646,78.916
Quiet Whispers,Mabell,128000,9/23/19,0,0.687,113.833
5 Seconds,Mabell,124235,10/6/19,0,0.148,74.986
Hidden in Field,Lucas Melan,91139,12/7/18,0,0.648,79.004
Dark Sky,Forest Dump,96000,9/8/19,0,0.415,90.084
Snowy Summit,Silent Voice,94545,10/30/19,0,0.409,72.941
Cold Street,Badam,115662,1/5/20,0,0.312,166.17
please love me back?,bearbare,85714,11/7/19,0,0.523,70.078
Light in the Darkness,blue.,89286,2/21/20,20,0.58,155.931
Uprising,Madeeck,127207,10/14/19,0,0.639,153.864
The Box (Lofi Remix),IWL,103836,5/1/20,33,0.534,147.941
anywhere but earth,bearbare,91088,1/3/20,23,0.705,126.626
I Hate My Neck,Noel Lawrence,96000,3/30/19,0,0.538,80.044
Satellites,Lenny Bay,76363,11/29/19,0,0.319,88.033
Beautiful Pain,Badam,91139,12/1/19,0,0.318,158.152
Distorted Mind,Badam,101955,4/24/20,16,0.381,71.732
Wavy,Lenny Bay,81951,1/15/20,0,0.567,82.043
lost in your ocean eyes,bearbare,81882,9/23/19,0,0.543,85.004
Smoke,21days,87173,1/2/20,0,0.491,137.805
Intentions,Noel Lawrence,116000,6/19/20,16,0.515,60.066
Tropical Paradise,Lucas Melan,90000,1/24/20,0,0.463,120.891
Funk Off,notbothered,107024,9/20/19,0,0.275,75.141
hearts on the floor,Badam,104096,12/3/19,0,0.619,82.972
Road,21days,111000,6/19/20,16,0.694,80.114
Waves,bearbare,108750,6/19/20,15,0.688,128.073
Shelter,21days,108292,1/7/20,0,0.732,82.076
Fell Through,bearbare,110000,6/19/20,15,0.419,143.978
Playful,21days,101381,2/12/20,18,0.563,90.02
Midnight,Madeeck,99740,1/9/20,0,0.317,153.879
Sippin',Madeeck,96000,1/29/20,0,0.894,120.011
Save Me,blue.,88946,2/3/20,18,0.811,161.966
Dusk,Lenny Bay,90133,2/2/20,0,0.455,150.039
waiting for you,bearbare,90352,2/5/19,0,0.698,127.707
ballin',Madeeck,77241,10/9/19,0,0.449,87.072
Spark,Lenny Bay,76800,12/12/19,0,0.772,150.069
Death,21days,90352,1/10/20,0,0.249,170.049
Horizon,Lenny Bay,82337,2/10/20,20,0.803,140.032
Soaring Sky,Silent Voice,162115,12/28/19,19,0.597,76.974
Magical Game,Mabell,104254,8/28/19,16,0.433,75.966
pls reply,beyu.,111627,6/18/19,0,0.84,172.126
fading in chaos,bearbare,110000,7/21/19,0,0.525,144.017
I Hate My Ear,Noel Lawrence,99428,12/6/19,0,0.527,140.004
te veo en el cielo,Fernanduh,110344,1/2/19,0,0.55,86.992
Boats in the Sky,Mabell,135529,9/26/18,0,0.781,85.077
Key,21days,91428,2/20/20,0,0.615,62.988
Blossom,beyu.,78904,8/5/19,0,0.711,73.109
feeling blue,bearbare,97608,10/22/19,0,0.649,138.051
Rose,21days,133670,1/13/20,0,0.4,79.055
Mist,Lenny Bay,102000,1/13/20,0,0.508,160.193
u said we were meant to be,bearbare,95342,11/13/19,0,0.229,79.967
Sunset Rays,Lucas Melan,92530,2/8/20,0,0.475,61.647
Kiwi on Pizza,Silent Voice,92307,11/14/19,0,0.295,70.194
Nature is Calling,bearbare,91637,2/29/20,19,0.65,152.076
Switchin' Girls Like Sneakers,Badam,83478,11/27/19,0,0.403,68.907
boquet,beyu.,104096,8/5/19,0,0.511,165.986
love note,Badam,89230,12/28/19,0,0.696,77.955
white romance,blue.,84878,12/3/19,0,0.352,81.743
Summer Voyage,Forest Dump,114193,8/5/17,0,0.36,123.993
Waiting,Mabell,94328,1/20/20,16,0.331,127.244
far from your heart,bearbare,127792,11/15/19,0,0.271,131.842
Journey,Forest Dump,118439,11/8/19,16,0.653,75.055
Delete,21days,111627,12/22/19,0,0.664,171.995
Shrine,Forest Dump,108928,12/28/18,0,0.683,84.029
"yeah, bye",notbothered,123076,2/12/20,0,0.509,38.68
last summer,bearbare,98181,12/20/19,0,0.448,175.717
Wind,Lenny Bay,133670,2/6/20,0,0.609,79.032
I Hate My Nose,Noel Lawrence,84507,8/4/19,0,0.518,70.91
come over,notbothered,96000,10/25/19,0,0.436,140.003
Enamorado,Fernanduh,90880,12/11/19,16,0.425,81.046
Music to My Ears,GG,169001,1/8/20,0,0.795,166.037
Darker Than My Soul,Forest Dump,111627,2/22/19,0,0.473,86.041
Gate,21days,93134,1/10/20,0,0.475,134.148
Morning Ballad,Mabell,89230,4/5/19,0,0.421,117.108
Echo,Badam,97828,1/20/20,18,0.581,161.938
