title,artist,duration,date,popularity,danceability,tempo
me duele el coraz�_n,Fernanduh,87804,4/26/19,0,0.596,164.075
think we found the love,bearbare,105205,1/29/20,0,0.426,115.647
Nothing Left,blue.,127843,8/16/19,17,0.756,153.991
Forest Breeze,Mabell,133636,5/9/19,0,0.518,175.894
Painful Endings,blue.,104210,7/8/19,0,0.593,152.055
Wish I Could Forget,Badam,104470,2/3/20,0,0.638,170.145
Bitter Gift,bearbare,98507,7/4/19,16,0.678,80.046
Pink Hotline,GG,81031,1/23/20,16,0.654,166.009
Blue Heart,Mabell,89260,11/18/19,16,0.447,78.002
Core,bearbare,146390,2/11/20,15,0.559,82.092
Summer,Forest Dump,86021,9/26/19,16,0.466,136.669
Eternity,Lenny Bay,129488,1/4/20,17,0.431,177.967
Encantado de Conocerte,Fernanduh,105000,12/6/17,0,0.657,192.099
Distance,Lenny Bay,97280,2/19/20,16,0.422,157.956
Survivor,bearbare,75232,9/20/19,22,0.643,83.097
Garden,Mabell,92638,3/16/19,0,0.546,84.976
sweet dream,beyu.,127058,11/5/19,0,0.344,127.827
City Lights,Forest Dump,95421,7/9/19,0,0.479,83.049
Night,21days,101694,3/2/20,18,0.468,85.013
memories from the past,blue.,163108,3/3/20,16,0.748,108.007
stop pretending please,bearbare,127111,3/3/20,17,0.756,85.004
Isolated,GG,95294,2/8/20,16,0.698,125.99
Cold Morning,blue.,114050,2/15/20,15,0.71,80.002
Yummy,bearbare,78994,3/2/20,19,0.514,75.983
Misty Ceremony,Silent Voice,124604,12/12/19,18,0.661,78.988
same old love,bearbare,84878,4/16/19,0,0.222,81.939
Cuddle,21days,104210,1/5/20,0,0.807,75.992
Endless Spring,Silent Voice,123870,11/22/19,0,0.289,186.05
Synchronized,bearbare,97253,12/9/19,15,0.425,78.962
Sunset Projections,Lucas Melan,142921,2/8/20,0,0.629,89.037
Hot Ketchup,GG,151428,12/15/19,0,0.599,168.139
Sanctuary,Mabell,104217,1/9/18,0,0.486,192.117
Dark Horizon,Lucas Melan,85714,2/4/20,0,0.638,112.189
New Life,Silent Voice,112979,1/3/20,14,0.682,85.013
Dawning Feelings,Lucas Melan,89812,1/19/20,0,0.64,159.98
Beautiful Rythm,blue.,105365,2/7/20,0,0.713,82.052
Lights,Lenny Bay,113513,2/6/20,0,0.513,221.772
left in red,bearbare,66976,7/4/19,0,0.595,86.017
Treasure,21days,87272,2/10/20,0,0.801,132.059
gentle kisses,beyu.,120000,10/6/19,0,0.755,81.99
Wish You Were Here,Silent Voice,125714,10/12/19,0,0.617,83.993
Love,21days,97627,2/14/20,0,0.676,118.192
silence is killing me,bearbare,87272,1/21/20,0,0.374,125.4
Pleasure,GG,95800,1/15/20,0,0.601,74.993
te amo m��s de lo que te imaginas,Fernanduh,124137,10/24/18,0,0.664,87.044
Kiss,21days,133720,2/23/20,17,0.325,78.992
Dusk Breeze,Badam,110000,5/1/20,14,0.615,144.001
Infinite Gaze,Silent Voice,109629,5/1/20,14,0.639,81.049
Finally Free,Badam,94119,1/27/20,19,0.513,148.015
Lock,21days,89286,2/27/20,18,0.666,78.026
Blurry Dancing,Badam,102452,10/6/19,15,0.594,75.025
Rainbow Touch,bearbare,99056,2/16/20,15,0.395,79.671
Shattered Roses,GG,107049,2/18/20,15,0.592,166.062
Sneaky,Forest Dump,104615,5/1/20,15,0.59,77.996
Searching for You,bearbare,127634,2/10/20,17,0.604,79.01
Colorblind,beyu.,105600,5/1/20,13,0.258,149.785
eres linda,Fernanduh,102857,5/1/20,15,0.453,69.995
Split Apart,GG,108493,5/1/20,14,0.492,72.973
Morning,Mabell,140259,5/1/20,15,0.654,77.004
Loner,Noel Lawrence,107027,5/1/20,19,0.383,74.054
Nebula,Lenny Bay,102400,5/1/20,14,0.56,74.844
Juice,Madeeck,105600,5/1/20,14,0.522,75.029
Warm Reflections,Lucas Melan,98716,5/1/20,14,0.424,90.101
Bubbles,notbothered,126000,5/1/20,14,0.646,160.091
Wormhole,bearbare,102352,5/10/20,16,0.683,136.063
Night Sky Birds,Badam,107973,5/10/20,17,0.835,129.989
when we were younger,bearbare,121643,5/10/20,15,0.412,145.978
rainy day,blue.,122105,5/10/20,16,0.592,114.06
Paradise Dreams,Forest Dump,104210,5/10/20,15,0.761,152.074
Jeff Bezos,GG,111000,5/10/20,15,0.562,79.998
Pjanoo,IWL,102000,5/8/20,18,0.508,80.035
Universe,Lenny Bay,105600,5/8/20,16,0.749,150.045
Skylines,Lucas Melan,107076,5/8/20,17,0.551,86.653
Two Souls,Mabell,105000,5/8/20,15,0.821,79.99
Clouds,bearbare,143283,5/15/20,14,0.631,134.138
Empty Swings,Noel Lawrence,120789,5/8/20,14,0.653,76.018
Trollin',bearbare,111627,5/10/20,16,0.71,86.027
Spring Blossom,Silent Voice,105600,5/10/20,16,0.633,75.018
mi vida,bearbare,122105,5/8/20,15,0.592,114.06
overwhelmed,bearbare,113142,5/8/20,18,0.526,69.989
on my way,beyu.,144000,5/10/20,15,0.569,74.995
Voice,notbothered,111000,5/8/20,15,0.54,159.939
endless waiting,bearbare,96585,5/15/20,14,0.582,82.449
far from your heart,bearbare,127792,11/15/19,21,0.272,131.224
Everybody Move,LAVANT,151489,8/31/22,40,0.536,141.039
Moon Walk,Modems,200672,8/19/22,44,0.682,122.013
Technological,Kaan Pars,145365,8/12/22,38,0.753,122.973
21 Reasons (feat. Ella Henderson),Nathan Dawe,155253,4/29/22,84,0.621,123.96
What You Like,Jinell,164179,7/29/22,50,0.602,97.765
Everything But You (feat. A7S),Clean Bandit,198014,2/18/22,70,0.679,124.977
Black Ice,Laila Av Reyni,230757,9/9/22,30,0.582,144.017
Drive (feat. Wes Nelson) - Topic VIP Remix,Clean Bandit,176000,9/17/21,57,0.587,126.019
Hit the Club,Collecta,143048,6/3/22,28,0.845,123.015
Smoke,AJ McLean,118857,7/15/22,50,0.9,104.98
Headlights (feat. KIDDO),Alok,158400,2/18/22,70,0.626,100.015
Holding On,AZ��E,220327,4/1/22,37,0.634,122.016
Beautiful Lies,Christian Corsi,193548,4/8/22,28,0.702,124.007
My Heart Goes (La Di Da) (feat. Topic),Becky Hill,148960,8/27/21,73,0.695,124.04
Long Way Home - Will Atkinson Club Mix,Will Atkinson,280137,2/18/22,32,0.478,144.982
Money On My Mind,HVME,126763,10/29/21,57,0.824,122.017
OUT OUT (feat. Charli XCX & Saweetie) - Alok Remix,Joel Corry,159500,10/1/21,58,0.734,124.024
Back from the Future,Loic Penillo,155520,4/15/22,17,0.816,124.983
abc (The Wild Remix),GAYLE,182903,12/31/21,67,0.693,123.979
My Heart Goes (La Di Da) (Jess Bays Remix feat. Topic),Becky Hill,149826,10/22/21,56,0.67,123.994
Find Ourselves,Bmomusik,216393,9/9/22,24,0.793,121.992
Almost Home,blacksky,153920,8/9/22,32,0.63,113.021
Harvest Moons,Nukky,153818,9/9/22,29,0.922,109.971
La La Land,Lakna,183284,5/27/22,27,0.783,118.018
Fast,DJ Bander,231573,7/30/21,41,0.733,85.046
Whyne Up,Dr. B,212820,9/6/22,35,0.828,119.997
Something To Die For,E epillz henderson,173975,8/5/22,41,0.612,117.943
Dreaming of You,Dr. B,142290,7/8/21,33,0.856,119.9
Verano Lazy,CILUS THE KID,133090,8/3/22,42,0.682,110.064
Abra Cadabra freestyle S1 (Live),Gone in 60,60459,7/21/22,36,0.729,110.036
Dick (feat. Doja Cat),StarBoi3,175238,4/23/21,72,0.647,125.994
Dinero,Trinidad Cardona,160880,2/2/18,72,0.708,119.997
34+35,Ariana Grande,173710,10/30/20,81,0.83,109.978
Up All Night,Yorii,205500,7/23/21,2,0.522,160.014
Levitating,Dua Lipa,203807,3/27/20,84,0.695,103.014
good 4 u,Olivia Rodrigo,178146,5/21/21,88,0.563,166.928
Step On Up,Ariana Grande,180853,5/20/16,64,0.662,110.905
Psycho (feat. Rubi Rose),Dixie,150760,7/23/21,53,0.874,101.918
MONEY,LISA,168227,9/10/21,80,0.831,140.026
Need to Know,Doja Cat,210560,6/25/21,85,0.664,130.041
Obsessed,Addison Rae,134087,3/18/21,65,0.884,110.016
Kiss Me More (feat. SZA),Doja Cat,208666,6/25/21,81,0.764,110.97
Young Right Now,Robin Schulz,186140,11/12/21,75,0.539,123.039
Woman,Doja Cat,172626,6/25/21,89,0.824,107.998
Levitating (feat. DaBaby),Dua Lipa,203064,3/27/20,85,0.702,102.977
Won't Forget You - Edit,Shouse,230945,2/4/22,77,0.656,127.001
Rampampam,Minelli,200211,6/18/21,71,0.797,117.971
Under The Sun,Franky Wah,208374,5/6/22,63,0.633,121.99
Anywhere With You,Afrojack,158807,12/17/21,69,0.596,125.883
Human (feat. Echoes),John Summit,219047,11/24/21,67,0.544,125.992
What Love is For (feat. Daniela Nicole),Kleak & Veebu,164347,4/29/22,25,0.653,183.889
Make It,Hinsley,151000,5/30/22,17,0.612,159.984
Live For Tonight,Jack Wins,136451,6/24/22,45,0.53,124.002
Why Did I Lose You,Jodi Valentin,164293,7/1/22,30,0.671,96.026
Like I Do,ay-Mill,176622,5/13/22,29,0.751,124.028
I'm Blue (with T-Pain),Softest Hard,182586,7/15/22,60,0.759,128.026
Perfect Melody,Jonas Blue,159850,5/27/22,68,0.815,117.941
DESIRE,TARISH,203814,7/8/22,11,0.653,125.991
Ready 4 Your Love,Amba Shepherd,158400,8/26/22,30,0.461,125.02
Technicolor,Max Rae,157727,8/26/22,24,0.765,124.032
Wish I Could Want You (Remix),sheyda,208800,7/15/22,15,0.724,125.01
Overdose,Rhionn Maxwell,150743,6/10/22,39,0.751,121.001
You Gotta Be - Radio Edit,Tommy Mc,164000,7/15/22,52,0.615,119.916
Crazy,Paul Damixie,194181,7/8/22,32,0.771,109.996
Summer Feeling,Alessiah,152869,5/27/22,38,0.767,115.023
(Not) Living For You,Tom Platts,235555,6/24/22,23,0.598,135.202
High,Sheer Haimov,149760,7/8/22,40,0.868,124.984
Damn It Heart! - Radio Edit,FLOYD WEST22,193548,6/10/22,12,0.667,123.916
Boom Boom - ALVIDO Remix,Gipsy Valentino,160738,7/22/22,22,0.759,115.966
I Remember,Underlux,144344,7/19/22,43,0.752,124.013
Stay,Xorum,154554,7/15/22,21,0.689,102.994
Forgotten,YEOMAN,214247,7/15/22,14,0.551,150.015
Wish You Were Here (feat. John K),Two Friends,187258,5/6/22,56,0.664,124.003
Sticks and Stones (With Peg),Alex Parker,205121,7/8/22,39,0.63,123.014
Say So,GRHHH,129968,6/17/22,20,0.808,122.002
Find A Way,Luca Schreiner,171147,5/6/22,19,0.617,122.088
Lost In The Night,Strandliebe,186446,6/24/22,35,0.759,120.957
Strangers,Adam Avant,178519,8/26/22,14,0.634,119.971
You Are Not,Cuerage,140629,7/15/22,11,0.794,128.016
Not A Dream,Dominik Friz,178064,7/1/22,46,0.622,124.003
Live Your Life,GENTLE LIMITS,124000,6/24/22,37,0.796,120.045
Parachute,Katerina Nicole,209739,4/19/22,18,0.569,114.996
Bad Idea,Agent Zed,129119,6/3/22,29,0.639,125.039
Crazy What Love Can Do,Manda,173217,6/24/22,39,0.853,114.993
Life Goes On,Ricii Lompeurs,190000,7/1/22,42,0.776,120.035
Another Day,sean antoni,165000,2/25/22,4,0.742,119.994
Let Somebody Go,SK Austen,187563,6/11/22,25,0.677,119.015
Automatic - Lost Kings Remix,Fly By Midnight,179556,6/10/22,48,0.535,135.034
Feel You Again,Kayden McCarthy,224397,7/26/19,9,0.726,99.975
Don't Kill My Vibe,J-Marin,196049,6/17/22,13,0.599,150.096
Potion (with Dua Lipa & Young Thug),Calvin Harris,214459,5/27/22,81,0.824,99.988
Night & Day,Richill,181814,6/10/22,4,0.568,125.978
GET AWAY,I R L,173424,6/17/22,13,0.603,117.069
Now,Blaikz,130093,6/9/22,39,0.601,106.925
Jetlag,Cymo,143571,4/15/22,29,0.6,96.847
I Love U,The Chainsmokers,185522,5/13/22,56,0.651,103.981
So Broken,Kevin Moffat,201502,6/10/22,27,0.513,139.879
Nervous,Fluencee,230869,6/2/22,3,0.673,91.993
Watching Us,YEOMAN,190049,6/17/22,13,0.628,154.062
What Would You Do?,Joel Corry,174215,3/18/22,76,0.687,124.041
Insecure (with Milan Gavris),Alex Parker,150352,4/29/22,24,0.57,169.982
��Corre!,Juan Dileju,141600,6/3/22,17,0.639,100.023
Break The Rules,Stlk,166687,6/17/22,32,0.599,123.973
YOYO,Fior,191045,4/8/22,30,0.8,113.976
Never Gonna Say Goodbye,Hot Pixels,138347,6/10/22,24,0.761,121.038
Somebody to Hold,Tokyo Project,164559,7/5/19,0,0.608,124.028
PSYCHO,Anne-Marie,162666,9/15/22,78,0.62,160.743
Family Affair (Dance For Me),David Guetta,158391,7/15/22,75,0.869,124.023
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Calvin Harris,229282,8/5/22,75,0.81,125.975
The Last Goodbye (feat. Bettye LaVette),ODESZA,358983,2/8/22,72,0.667,114.977
My Love (feat. Jess Glynne),Route 94,259934,2/28/14,74,0.814,119.976
No One Dies From Love,Tove Lo,186018,5/3/22,73,0.652,121.099
Kernkraft 400 (A Better Day),Topic,165800,6/17/22,80,0.623,125.975
Jungle,Fred again..,198805,6/29/22,74,0.665,133.922
Massive,Drake,336924,6/16/22,77,0.499,124.994
Move Your Body,��wnboss,157444,10/29/21,83,0.848,125.051
Turn On The Lights again.. (feat. Future),Fred again..,267946,7/29/22,80,0.683,132.007
Cold Heart - PNAU Remix,Elton John,202735,8/13/21,89,0.796,116.032
Make Me Feel Good,Belters Only,197472,11/26/21,74,0.773,124.014
Feel So Close - Radio Edit,Calvin Harris,206413,10/29/12,80,0.707,127.937
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),Oliver Heldens,157205,5/6/22,74,0.686,126.03
Rainfall (Praise You),Tom Santa,166569,2/18/22,77,0.767,128.039
All Around The World (La La La),R3HAB,147840,4/5/19,73,0.733,124.948
All I Know,Gin and Sonic,156746,7/22/22,22,0.783,125.988
Mind,Gin and Sonic,159747,5/13/22,33,0.784,125.966
Right Signs,Jay Eskar,175887,8/6/21,38,0.793,124.01
First Class,HAWK.,176129,6/10/22,42,0.793,124.005
Roses - Imanbek Remix,SAINt JHN,176840,10/9/19,81,0.77,121.975
Under City Lights,Gin and Sonic,189979,6/10/22,28,0.8,122.031
Ritmo,Raffa Fl,183810,8/13/21,76,0.777,124.007
Heaven Takes You Home (feat. Connie Constance),Swedish House Mafia,214071,4/15/22,80,0.665,125.037
In Da Getto,J Balvin,131065,7/2/21,76,0.915,126.986
As It Was,Harry Styles,167303,5/20/22,93,0.52,173.93
abcdefu,GAYLE,168601,8/13/21,87,0.695,121.932
Heat Waves,Glass Animals,238805,8/7/20,84,0.761,80.87
THATS WHAT I WANT,Lil Nas X,143901,9/17/21,87,0.737,87.981
STAY (with Justin Bieber),The Kid LAROI,141805,7/9/21,89,0.591,169.928
My Little Love,Adele,389107,11/19/21,70,0.339,151.865
Try to explain,PILOTE,285623,9/23/22,3,0.759,120.031
First Class,Jack Harlow,173947,4/8/22,87,0.905,106.998
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,154486,6/24/22,93,0.881,101.058
About Damn Time,Lizzo,191822,4/14/22,90,0.836,108.966
BREAK MY SOUL,Beyonce,278281,7/29/22,83,0.693,114.942
Cure For Me,AURORA,198853,1/21/22,67,0.719,115.895
Shut Down,BLACKPINK,175889,9/16/22,89,0.82,110.058
Thousand Miles,The Kid LAROI,164781,4/22/22,82,0.376,80.565
I Like You (A Happier Song) (with Doja Cat),Post Malone,192840,6/3/22,92,0.733,100.964
Happier Than Ever,Billie Eilish,298899,7/30/21,89,0.332,81.055
Light Switch,Charlie Puth,187703,1/19/22,79,0.69,184.009
Love When You Love,Primprao,172000,9/15/22,42,0.719,125.988
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,198081,3/19/21,86,0.677,90.03
Sweetest Pie,Megan Thee Stallion,201334,3/11/22,82,0.814,123.977
Lies / Lines,Maria Shockey,190864,9/23/22,19,0.698,139.901
Kiss Me More (feat. SZA),Doja Cat,208866,4/9/21,82,0.762,110.968
Late Night Talking,Harry Styles,177954,5/20/22,93,0.714,114.996
Fuckboy Tragedy,Grace Gachot,160060,9/16/22,36,0.802,107.025
Leave The Door Open,Bruno Mars,242096,3/5/21,21,0.586,148.088
Out Of Love,Adelina,189473,9/23/22,13,0.669,151.964
When You're Gone,Shawn Mendes,172266,3/31/22,82,0.603,147.148
Old-Fashioned Moment,Coco Bans,232568,9/23/22,19,0.635,120.929
Solar Power,Lorde,192621,8/20/21,1,0.735,87.971
Care,Posie Pocket,225066,9/12/22,15,0.62,139.96
MONTERO (Call Me By Your Name),Lil Nas X,137875,3/24/21,57,0.433,79.434
Used To Know Me,Charli XCX,145840,3/18/22,68,0.711,118.009
Sweet Dream,Alessia Cara,181881,7/15/21,51,0.76,123.064
Rumors (feat. Cardi B),Lizzo,172832,8/13/21,73,0.827,118.992
Butter,BTS,164441,5/21/21,3,0.759,109.997
Clich̩,Vit�_ria Frozi,170000,7/27/21,13,0.698,112.98
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,173381,9/3/21,53,0.728,77.011
Skate,Bruno Mars,203122,7/30/21,9,0.708,112.027
deja vu,Olivia Rodrigo,215507,4/1/21,20,0.439,181.088
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,212000,7/23/21,86,0.736,149.995
Beg For You (feat. Rina Sawayama),Charli XCX,168053,1/27/22,70,0.788,128.036
Your Power,Billie Eilish,245896,4/29/21,4,0.634,129.65
Enough For Love,Shavvon Lin,237176,9/9/22,37,0.562,84.95
Blinding Lights,The Weeknd,201573,11/29/19,19,0.513,171.017
Drive,LOVETA,213764,9/9/22,26,0.59,127.054
Mood Ring,Lorde,225862,8/17/21,0,0.709,95.014
drivers license,Olivia Rodrigo,242013,1/8/21,31,0.585,143.874
Boulevards,Nares,202763,11/23/21,8,0.333,133.123
Save Your Tears,The Weeknd,215626,3/20/20,89,0.68,118.051
In the Sunrise,Omar Rudberg,140613,5/27/22,32,0.668,155.961
Nothing Good Comes Easy,Felix Cartal,174344,2/11/22,40,0.648,121.99
Wanderlust,Schoonebeek,255737,5/20/22,28,0.637,121.987
Sun Comes After the Rain,Dayne S,228327,5/27/22,27,0.737,119.995
Kids,Deepend,165200,4/29/22,42,0.734,96.021
I Swear - Jon Paul Remix,YouNotUs,132000,4/22/22,3,0.735,125.067
Running up That Hill - AVAION Remix,Dayne S,243280,4/29/22,40,0.687,120.933
Good News - Dualities Remix,Deepend,177217,4/15/22,21,0.717,123.973
Hold This Memory,Deepend,160071,9/23/22,54,0.702,119.951
Burn This Love (bryska x HAUZ),bryska,172370,3/25/22,32,0.795,117.957
I Swear - BRYXON Remix,YouNotUs,128000,4/22/22,0,0.825,128.048
If It Isn't Love,S̩b Mont,147840,3/18/22,28,0.63,123.959
Inari,Schoonebeek,352195,4/15/22,18,0.63,122.952
Waterfall,Disclosure,232120,3/22/22,64,0.691,128.038
I Swear,YouNotUs,131306,2/11/22,64,0.842,125.012
W�_stentanz,Schoonebeek,306500,3/18/22,16,0.617,120.006
Ein Zeichen,BRUNKE,154551,3/25/22,30,0.691,201.751
Out Of The Blue,PRETTY YOUNG,168848,4/1/22,30,0.752,111.015
Pieces,S̩b Mont,165111,12/24/21,42,0.68,124.041
Blacklight,Kush Kush,166500,10/9/20,45,0.848,96.981
Bye Bye Bye,YouNotUs,161330,6/11/21,56,0.736,125.108
Love Makes You Shine,Rea Garvey,138161,10/22/21,53,0.823,122.085
Beautiful,Deepend,175000,4/16/21,57,0.698,104.98
Heaven,Jay Cass,256000,7/1/22,40,0.944,120.089
Reminiscence,Dayne S,321995,12/13/19,45,0.8,119.993
Bed of Roses,Fabian Farell,128170,2/18/22,20,0.588,126.109
Dry My Eyes,Saint M�_sik,232375,1/28/22,15,0.629,121.992
Over and Over,Future Class,163981,9/10/21,29,0.781,124.032
Oceans & Galaxies,Jauz,200547,4/16/21,59,0.532,145.857
You - Topic Remix,Regard,157160,5/28/21,62,0.733,124.025
Moment,PaulWetz,192848,12/17/21,57,0.776,122.131
Running up That Hill,Dayne S,307624,2/18/22,56,0.835,120.988
The Feels - Benny Benassi Remix,TWICE,185218,10/1/21,29,0.796,127.023
You're Still The One,Jules Kyng,154000,1/14/22,32,0.681,119.985
Lean On Me - Deepend Remix,Niila,157816,4/1/22,30,0.722,119.979
Original Sin,Sofi Tukker,171598,2/4/22,64,0.779,124.021
Brooklyn,Glockenbach,182618,10/8/21,70,0.745,123.991
Take It Easy,Deepend,153719,12/3/21,27,0.695,121.005
Side Effect (feat. Au/Ra),Alok,144193,2/4/22,60,0.727,123.955
Narcotic,YouNotUs,192386,4/26/19,61,0.749,108
Sway,Lufthaus,241010,2/11/22,39,0.693,124.019
Versace,Rolipso,126190,2/11/22,41,0.788,126.008
Say Nothing (feat. MAY-A),Flume,232959,2/2/22,65,0.478,130.058
Lethal - Klaas Edit,BIGMOO,141093,2/4/22,30,0.676,128.126
Human Touch,Armin van Buuren,145748,1/28/22,53,0.633,126.981
I Hate Everyone but You,Deepend,128772,1/14/22,46,0.734,125.916
Sacrifice (Remix) (feat. Swedish House Mafia),The Weeknd,238032,1/7/22,12,0.774,122.028
Night We Met,HUTS,145764,1/14/22,41,0.703,128.087
Count to 10,S̩b Mont,141596,11/12/21,43,0.642,127.008
Paradise,Braaten & Chrit Leaf,163133,9/17/21,34,0.601,121.994
Little Things,Kush Kush,133000,6/25/21,21,0.813,118.016
Heal Me - LIZOT Edit,sanah,146666,4/23/21,38,0.736,125.958
Upside Down,YouNotUs,140638,4/30/21,39,0.803,123.979
Chucks,YouNotUs,169254,3/26/21,60,0.734,124.028
Emotions,Mark Mendy,172380,7/30/21,63,0.656,125.915
Vertigo,Leena,217304,12/17/21,17,0.771,115.014
Why Boy,Steff da Campo,150005,6/7/19,54,0.497,120.018
Trampoline - Jauz Remix,SHAED,236170,5/21/19,64,0.49,126.553
We Will Last,Hitha,167090,10/30/20,38,0.73,134.96
No Confusion with Your Vision,Olu Sheyi,227294,6/3/22,37,0.614,84.981
she's good for you,Bella Rosa,224400,9/10/21,4,0.537,119.752
One Of Us,Greg Gould,245246,7/24/20,14,0.356,78.126
Durum Dundum,Makulelu,212363,1/11/22,1,0.601,165.145
Maybe,Samantha Salvo,232480,10/14/21,8,0.654,142.25
Don't Let Go (Love) [Acoustic],Greg Gould,274400,2/10/17,34,0.482,143.883
Sea of Love,Washington Street Orchestra,222754,12/10/21,1,0.736,126.971
Worth Fighting For,Rowan Newcomb,228504,1/28/22,2,0.639,106.957
Focus on me,Smartsanti,178350,12/10/21,6,0.708,154.031
In Search of Better Days,Kahn Morbee,284573,9/23/21,4,0.457,106.047
Corset,Viiola Bloom,213913,10/12/21,2,0.683,91.966
Home Sweet Home (feat. ALMA & Digital Farm Animals),Sam Feldt,177804,11/13/20,50,0.728,123.109
Cold Lie,VUDOO,157714,12/14/21,0,0.903,104.967
Falling,Kiara Chettri,225146,9/28/21,3,0.282,81.149
Another Life (feat. Alida),Lucas & Steve,212468,9/4/20,48,0.541,123.854
Wait,Lala Love,195487,11/1/21,2,0.781,141.912
Fly Away - Jonas Blue Remix,Tones And I,192195,1/29/21,49,0.734,122.965
Dynamite,ILIRA,125878,4/23/21,62,0.761,108.13
My Head & My Heart - Jonas Blue Remix,Ava Max,179512,12/10/20,63,0.675,123.034
Leave A Little Love,Alesso,187029,2/25/21,39,0.671,117.98
BED,Joel Corry,178088,2/26/21,60,0.663,123.986
Stay Mine,Timmy Trumpet,178010,4/2/21,60,0.756,124.05
Happy Place (feat. Cathrine Lassen),Faustix,170032,2/5/21,44,0.617,118.08
Oops!...I Did It Again,Britney Spears,210853,11/8/04,50,0.755,95.044
Alane - Radio Version,Wes,220133,9/17/96,55,0.845,121.959
"What Is Love - 7"" Mix",Haddaway,270373,3/22/93,71,0.683,123.871
Crying at the Discoteque - Radio Edit,Alcazar,231533,12/30/99,61,0.705,138.017
...Baby One More Time,Britney Spears,211066,1/12/99,79,0.759,92.96
We're Going to Ibiza!,Vengaboys,217539,2000,29,0.787,103.987
Can't Fight The Moonlight,LeAnn Rimes,215506,8/1/00,60,0.628,97.856
What a Girl Wants,Christina Aguilera,215800,1999,63,0.754,142.137
I've Been Thinking About You,Londonbeat,233200,1/1/90,47,0.644,113.535
Crush,Jennifer Paige,200293,8/31/98,58,0.73,115.033
Don't Call Me Baby - 2000 Mix,Madison Avenue,228140,3/29/15,0,0.808,124.998
Finally,CeCe Peniston,224240,1/1/10,14,0.754,120.13
Moving on Up,M People,216040,3/26/09,43,0.895,125.078
Genie In a Bottle,Christina Aguilera,217573,1999,72,0.633,175.716
I Want It That Way,Backstreet Boys,213306,5/18/99,81,0.689,99.039
All That She Wants,Ace of Base,213040,1/6/92,0,0.795,93.744
We like to Party! (The Vengabus),Vengaboys,222458,2000,32,0.785,135.993
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Radio Edit,Crystal Waters,217760,1/1/07,64,0.487,120.038
Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys,225360,8/12/97,76,0.731,108.016
"Independent Women, Pt. 1 - Pasadena Remix",Destiny's Child,221293,9/7/99,61,0.521,97.535
"Boom, Boom, Boom, Boom!!",Vengaboys,202583,2000,38,0.801,138.489
Come On Over (All I Want Is You),Christina Aguilera,189906,1999,53,0.845,118.903
Livin' la Vida Loca,Ricky Martin,243160,1999,75,0.425,178.043
Who Do You Think You Are,Spice Girls,240706,1/1/96,64,0.727,118.002
Sometimes,Britney Spears,245066,1/12/99,69,0.745,95.996
Say My Name,Destiny's Child,271333,7/27/99,77,0.713,138.009
Together Again,Janet Jackson,301200,10/7/97,67,0.873,123.091
Two Can Play That Game - Radio Edit,Bobby Brown,211800,8/25/92,59,0.609,121.434
Wannabe,Spice Girls,173026,1/1/96,81,0.768,110.008
The Sign,Ace of Base,191240,12/24/93,72,0.808,96.987
Sing It Back - Boris Dlugosch Mix,Moloko,278000,7/17/06,64,0.761,123.017
Spice Up Your Life,Spice Girls,173666,1/1/97,67,0.556,124.016
2 Times - Original,Ann Lee,230933,9/16/99,0,0.849,130.016
Let's Get Loud,Jennifer Lopez,239400,6/1/99,68,0.82,130.992
Show Me Love,Robin S,252106,6/15/93,69,0.811,120.258
(You Drive Me) Crazy,Britney Spears,198066,1/12/99,66,0.748,104.001
Tell It to My Heart,Taylor Dayne,220880,1/19/88,68,0.638,117.955
Together Forever,Rick Astley,205533,11/12/87,0,0.702,115.115
Freed from Desire,Gala,213305,4/18/07,0,0.701,128.994
Lie 2 Me,SRFR,165046,11/20/20,42,0.659,160.02
Dance Monkey,Tones And I,209438,10/17/19,79,0.824,98.027
Better Not (with Wafia),Louis The Child,222865,10/26/18,67,0.783,113.988
Supalonely,BENEE,223480,11/15/19,72,0.863,128.977
Rain On Me (with Ariana Grande),Lady Gaga,182200,5/29/20,78,0.672,123.056
Indian Summer,Jai Wolf,248470,6/9/15,0,0.507,84.992
What Do You Mean?,Justin Bieber,205680,11/13/15,78,0.845,125.02
Feel Good (feat. Daya),Gryffin,248156,3/3/17,67,0.625,138.064
Roses - Imanbek Remix,SAINt JHN,176218,9/13/19,60,0.785,121.962
Lost In Japan - Remix,Shawn Mendes,201253,9/27/18,61,0.706,107.184
On My Mind,Diplo,189268,12/13/19,63,0.771,123.026
Don't Start Now,Dua Lipa,183290,3/27/20,81,0.793,123.95
Love Me Fast,SRFR,195483,7/3/20,7,0.779,124.09
Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,197453,6/26/20,60,0.553,81.969
Glitter,BENEE,180146,6/28/19,67,0.801,116.934
Higher Ground (feat. John Martin),Martin Garrix,206279,5/14/20,59,0.442,128.318
